epoch,val_acc,val_f1,val_ece,code_acc,math_acc,real_acc,timestamp
0,0.6417,0.6772,0.1270,0.7012,0.4733,0.7766,1771272220
1,0.7034,0.6444,0.1708,0.7386,0.6091,0.7766,1771272246
2,0.7871,0.7680,0.2392,0.9751,0.6091,0.7766,1771272266
3,0.7915,0.7732,0.2338,0.9793,0.6173,0.7766,1771272291
4,0.8209,0.8057,0.2375,0.9959,0.6461,0.8223,1771272321
5,0.8414,0.8252,0.2353,0.9959,0.6543,0.8832,1771272352
6,0.8884,0.8770,0.2686,1.0000,0.7119,0.9695,1771272378
7,0.8899,0.8848,0.2494,1.0000,0.7366,0.9442,1771272407
8,0.9046,0.8947,0.2396,1.0000,0.7325,1.0000,1771272431
9,0.9001,0.8982,0.2220,0.9959,0.7243,1.0000,1771272448
10,0.9148,0.9076,0.2257,1.0000,0.7613,1.0000,1771272465
11,0.9046,0.9014,0.2097,1.0000,0.7325,1.0000,1771272482
12,0.8972,0.8961,0.1960,1.0000,0.7119,1.0000,1771272499
13,0.9016,0.8948,0.1974,1.0000,0.7243,1.0000,1771272516
14,0.9104,0.9036,0.2007,1.0000,0.7490,1.0000,1771272533
15,0.9090,0.9066,0.2073,1.0000,0.7449,1.0000,1771272551
16,0.9060,0.9012,0.1933,1.0000,0.7366,1.0000,1771272567
17,0.9163,0.9094,0.1989,1.0000,0.7654,1.0000,1771272584
18,0.9060,0.8991,0.1913,1.0000,0.7366,1.0000,1771272600
19,0.9060,0.9009,0.1874,1.0000,0.7366,1.0000,1771272617
20,0.9104,0.9054,0.1896,1.0000,0.7490,1.0000,1771272633
21,0.9031,0.8991,0.1850,1.0000,0.7284,1.0000,1771272650
22,0.9016,0.8986,0.1849,1.0000,0.7243,1.0000,1771272667
23,0.8972,0.8933,0.1902,1.0000,0.7119,1.0000,1771272683
24,0.9104,0.9054,0.1825,1.0000,0.7490,1.0000,1771272700
25,0.9016,0.8974,0.1811,1.0000,0.7243,1.0000,1771272717
26,0.9060,0.9024,0.1808,1.0000,0.7366,1.0000,1771272734
27,0.8869,0.8873,0.1881,1.0000,0.6831,1.0000,1771272752
28,0.9031,0.9027,0.1845,1.0000,0.7284,1.0000,1771272769
29,0.8987,0.8959,0.1789,1.0000,0.7160,1.0000,1771272786
30,0.9001,0.8973,0.1843,1.0000,0.7202,1.0000,1771272802
31,0.9016,0.8980,0.1789,1.0000,0.7243,1.0000,1771272819
32,0.9148,0.9094,0.1768,1.0000,0.7613,1.0000,1771272835
33,0.8943,0.8953,0.1832,1.0000,0.7037,1.0000,1771272852
34,0.9060,0.9021,0.1774,1.0000,0.7366,1.0000,1771272868
35,0.9060,0.9024,0.1786,1.0000,0.7366,1.0000,1771272885
36,0.8987,0.8959,0.1762,1.0000,0.7160,1.0000,1771272902
37,0.9046,0.8998,0.1714,1.0000,0.7325,1.0000,1771272918
38,0.9046,0.9014,0.1769,1.0000,0.7325,1.0000,1771272935
39,0.9046,0.8998,0.1700,1.0000,0.7325,1.0000,1771272953
40,0.9060,0.9012,0.1712,1.0000,0.7366,1.0000,1771272972
41,0.9060,0.9024,0.1728,1.0000,0.7366,1.0000,1771272989
42,0.9060,0.9015,0.1710,1.0000,0.7366,1.0000,1771273006
43,0.9046,0.9005,0.1731,1.0000,0.7325,1.0000,1771273023
44,0.9060,0.9024,0.1714,1.0000,0.7366,1.0000,1771273040
45,0.9046,0.9023,0.1755,1.0000,0.7325,1.0000,1771273057
46,0.9075,0.9041,0.1734,1.0000,0.7407,1.0000,1771273074
47,0.9046,0.9017,0.1756,1.0000,0.7325,1.0000,1771273090
