epoch,val_acc,val_f1,val_ece,code_acc,math_acc,real_acc,timestamp
0,0.6795,0.6230,0.1607,0.6623,0.5929,0.7556,1771137858
1,0.6795,0.6230,0.1486,0.6623,0.5929,0.7556,1771137871
2,0.6967,0.6504,0.1604,0.7018,0.5929,0.7556,1771137884
3,0.7390,0.7106,0.2025,0.7895,0.6018,0.7611,1771137897
4,0.8234,0.8231,0.2781,0.9781,0.6106,0.7611,1771137910
5,0.8273,0.8358,0.2704,0.9912,0.5841,0.7722,1771137923
6,0.8292,0.8349,0.2475,0.9868,0.5929,0.7778,1771137936
7,0.8983,0.8898,0.2944,0.9956,0.5841,0.9722,1771137949
8,0.9040,0.8963,0.2797,0.9956,0.6106,0.9722,1771137962
9,0.9098,0.9027,0.2683,0.9956,0.6106,0.9889,1771137975
10,0.9098,0.9058,0.2587,0.9956,0.6195,0.9833,1771137988
11,0.8906,0.8962,0.2593,0.9956,0.5398,0.9778,1771138001
12,0.9155,0.9157,0.2577,0.9956,0.6460,0.9833,1771138014
13,0.9098,0.9047,0.2451,0.9956,0.6106,0.9889,1771138027
14,0.9136,0.9072,0.2406,0.9956,0.6283,0.9889,1771138040
15,0.9194,0.9136,0.2415,0.9956,0.6549,0.9889,1771138053
16,0.9098,0.9043,0.2273,0.9956,0.6106,0.9889,1771138066
17,0.9232,0.9174,0.2384,0.9956,0.6726,0.9889,1771138079
18,0.9194,0.9143,0.2315,0.9956,0.6549,0.9889,1771138093
19,0.9194,0.9146,0.2287,0.9956,0.6460,0.9944,1771138106
20,0.9155,0.9127,0.2264,0.9956,0.6283,0.9944,1771138119
21,0.9117,0.9084,0.2174,0.9956,0.6106,0.9944,1771138132
22,0.9117,0.9091,0.2196,0.9956,0.6106,0.9944,1771138145
23,0.9175,0.9131,0.2213,0.9956,0.6372,0.9944,1771138157
24,0.9098,0.9112,0.2286,1.0000,0.5929,0.9944,1771138170
25,0.9136,0.9095,0.2220,0.9956,0.6195,0.9944,1771138184
26,0.9060,0.9045,0.2272,0.9956,0.5841,0.9944,1771138197
27,0.9079,0.9051,0.2091,0.9956,0.5929,0.9944,1771138212
28,0.9060,0.9026,0.2185,0.9956,0.5841,0.9944,1771138225
29,0.9213,0.9168,0.2183,0.9956,0.6549,0.9944,1771138238
30,0.9079,0.9051,0.2147,0.9956,0.5929,0.9944,1771138250
31,0.9079,0.9044,0.2115,0.9956,0.5929,0.9944,1771138263
32,0.9098,0.9073,0.2117,0.9956,0.6018,0.9944,1771138276
33,0.9232,0.9187,0.2147,0.9956,0.6637,0.9944,1771138289
34,0.9155,0.9137,0.2151,0.9956,0.6283,0.9944,1771138302
35,0.9098,0.9062,0.2113,0.9956,0.6018,0.9944,1771138315
36,0.9175,0.9128,0.2069,0.9956,0.6372,0.9944,1771138328
37,0.9117,0.9076,0.2136,0.9956,0.6106,0.9944,1771138341
38,0.9136,0.9098,0.2106,0.9956,0.6195,0.9944,1771138353
39,0.9136,0.9098,0.2072,0.9956,0.6195,0.9944,1771138367
40,0.9136,0.9098,0.2086,0.9956,0.6195,0.9944,1771138380
41,0.9098,0.9062,0.2124,0.9956,0.6018,0.9944,1771138393
42,0.9155,0.9116,0.2077,0.9956,0.6283,0.9944,1771138406
43,0.9136,0.9095,0.2108,0.9956,0.6195,0.9944,1771138418
44,0.9136,0.9109,0.2094,0.9956,0.6195,0.9944,1771138431
45,0.9155,0.9127,0.2095,0.9956,0.6283,0.9944,1771138444
46,0.9136,0.9105,0.2132,0.9956,0.6195,0.9944,1771138457
47,0.9117,0.9087,0.2084,0.9956,0.6106,0.9944,1771138470
48,0.9136,0.9112,0.2103,0.9956,0.6195,0.9944,1771138483
49,0.9155,0.9124,0.2102,0.9956,0.6283,0.9944,1771138496
50,0.9136,0.9105,0.2086,0.9956,0.6195,0.9944,1771138510
51,0.9155,0.9134,0.2105,0.9956,0.6283,0.9944,1771138523
52,0.9155,0.9124,0.2083,0.9956,0.6283,0.9944,1771138535
53,0.9213,0.9175,0.2091,0.9956,0.6549,0.9944,1771138548
54,0.9136,0.9102,0.2093,0.9956,0.6195,0.9944,1771138561
55,0.9175,0.9138,0.2088,0.9956,0.6372,0.9944,1771138575
56,0.9155,0.9120,0.2088,0.9956,0.6283,0.9944,1771138588
57,0.9155,0.9120,0.2070,0.9956,0.6283,0.9944,1771138601
58,0.9194,0.9153,0.2067,0.9956,0.6460,0.9944,1771138614
59,0.9136,0.9102,0.2088,0.9956,0.6195,0.9944,1771138626
