epoch,val_acc,val_f1,val_ece,code_acc,math_acc,real_acc,timestamp
0,0.7048,0.6831,0.1975,0.6786,0.0000,0.7396,1771292089
1,0.7048,0.6831,0.1770,0.6786,0.0000,0.7396,1771292099
2,0.7048,0.6831,0.1683,0.6786,0.0000,0.7396,1771292109
3,0.7761,0.7766,0.2370,0.8036,0.0000,0.7396,1771292118
4,0.8779,0.8873,0.3278,0.9732,0.0000,0.7515,1771292129
5,0.8906,0.9002,0.3168,0.9955,0.0000,0.7515,1771292139
6,0.8753,0.8884,0.2822,0.9688,0.0000,0.7515,1771292149
7,0.9033,0.9112,0.2851,0.9955,0.0000,0.7811,1771292158
8,0.9160,0.9220,0.2623,1.0000,0.0000,0.8047,1771292168
9,0.9415,0.9443,0.2898,1.0000,0.0000,0.8639,1771292178
10,0.9873,0.9873,0.3007,1.0000,0.0000,0.9704,1771292187
11,0.9873,0.9873,0.2813,1.0000,0.0000,0.9704,1771292197
12,0.9847,0.9848,0.2656,0.9955,0.0000,0.9704,1771292207
13,0.9924,0.9923,0.2648,0.9955,0.0000,0.9882,1771292216
14,0.9975,0.9974,0.2618,1.0000,0.0000,0.9941,1771292226
15,0.9975,0.9974,0.2497,1.0000,0.0000,0.9941,1771292236
16,0.9949,0.9949,0.2381,1.0000,0.0000,0.9882,1771292246
17,0.9975,0.9974,0.2347,1.0000,0.0000,0.9941,1771292256
18,0.9975,0.9974,0.2215,1.0000,0.0000,0.9941,1771292265
19,0.9975,0.9974,0.2178,1.0000,0.0000,0.9941,1771292275
20,0.9975,0.9974,0.2149,1.0000,0.0000,0.9941,1771292285
21,0.9975,0.9974,0.2129,1.0000,0.0000,0.9941,1771292295
22,0.9975,0.9974,0.2087,1.0000,0.0000,0.9941,1771292304
23,0.9975,0.9974,0.2058,1.0000,0.0000,0.9941,1771292314
24,1.0000,1.0000,0.2071,1.0000,0.0000,1.0000,1771292323
25,1.0000,1.0000,0.2050,1.0000,0.0000,1.0000,1771292333
26,0.9949,0.9949,0.1975,1.0000,0.0000,0.9882,1771292344
27,1.0000,1.0000,0.2007,1.0000,0.0000,1.0000,1771292353
28,1.0000,1.0000,0.2006,1.0000,0.0000,1.0000,1771292363
29,0.9975,0.9974,0.1968,1.0000,0.0000,0.9941,1771292373
30,0.9975,0.9974,0.1959,1.0000,0.0000,0.9941,1771292383
31,1.0000,1.0000,0.1971,1.0000,0.0000,1.0000,1771292393
32,1.0000,1.0000,0.1962,1.0000,0.0000,1.0000,1771292402
33,1.0000,1.0000,0.1954,1.0000,0.0000,1.0000,1771292412
34,1.0000,1.0000,0.1944,1.0000,0.0000,1.0000,1771292422
35,0.9975,0.9974,0.1910,1.0000,0.0000,0.9941,1771292432
36,1.0000,1.0000,0.1929,1.0000,0.0000,1.0000,1771292442
37,1.0000,1.0000,0.1925,1.0000,0.0000,1.0000,1771292451
38,1.0000,1.0000,0.1920,1.0000,0.0000,1.0000,1771292461
39,1.0000,1.0000,0.1916,1.0000,0.0000,1.0000,1771292471
40,1.0000,1.0000,0.1911,1.0000,0.0000,1.0000,1771292480
41,1.0000,1.0000,0.1905,1.0000,0.0000,1.0000,1771292490
42,1.0000,1.0000,0.1899,1.0000,0.0000,1.0000,1771292499
43,1.0000,1.0000,0.1892,1.0000,0.0000,1.0000,1771292509
44,1.0000,1.0000,0.1886,1.0000,0.0000,1.0000,1771292519
45,1.0000,1.0000,0.1883,1.0000,0.0000,1.0000,1771292528
46,1.0000,1.0000,0.1880,1.0000,0.0000,1.0000,1771292538
47,1.0000,1.0000,0.1880,1.0000,0.0000,1.0000,1771292548
48,1.0000,1.0000,0.1878,1.0000,0.0000,1.0000,1771292558
49,1.0000,1.0000,0.1877,1.0000,0.0000,1.0000,1771292567
50,1.0000,1.0000,0.1876,1.0000,0.0000,1.0000,1771292577
51,1.0000,1.0000,0.1874,1.0000,0.0000,1.0000,1771292587
52,1.0000,1.0000,0.1874,1.0000,0.0000,1.0000,1771292597
53,1.0000,1.0000,0.1872,1.0000,0.0000,1.0000,1771292606
54,1.0000,1.0000,0.1872,1.0000,0.0000,1.0000,1771292616
